Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths,Total Deaths
2/1/20,5/16/20,United States,All Sexes,Under 1 year,3,41,13,4651
2/1/20,5/16/20,United States,All Sexes,1-4 years,2,36,38,899
2/1/20,5/16/20,United States,All Sexes,5-14 years,7,43,44,1335
2/1/20,5/16/20,United States,All Sexes,15-24 years,76,173,46,8165
2/1/20,5/16/20,United States,All Sexes,25-34 years,463,619,138,17447
2/1/20,5/16/20,United States,All Sexes,35-44 years,1186,1402,218,25039
2/1/20,5/16/20,United States,All Sexes,45-54 years,3338,3723,542,48308
2/1/20,5/16/20,United States,All Sexes,55-64 years,8312,10658,1154,115249
2/1/20,5/16/20,United States,All Sexes,65-74 years,14447,18387,1359,178278
2/1/20,5/16/20,United States,All Sexes,75-84 years,18621,24195,1377,223254
2/1/20,5/16/20,United States,All Sexes,85 years and over,22543,28167,1294,284444
2/1/20,5/16/20,United States,All Sexes Total,All Ages,68998,87444,6223,907069
2/1/20,5/16/20,United States,Male,Under 1 year,2,29,7,2567
2/1/20,5/16/20,United States,Male,1-4 years,1,20,22,507
2/1/20,5/16/20,United States,Male,5-14 years,5,20,18,792
2/1/20,5/16/20,United States,Male,15-24 years,51,105,24,6038
2/1/20,5/16/20,United States,Male,25-34 years,318,380,71,12113
2/1/20,5/16/20,United States,Male,35-44 years,862,915,115,16360
2/1/20,5/16/20,United States,Male,45-54 years,2370,2332,320,30079
2/1/20,5/16/20,United States,Male,55-64 years,5522,6484,660,70708
2/1/20,5/16/20,United States,Male,65-74 years,9090,10990,752,103435
2/1/20,5/16/20,United States,Male,75-84 years,10358,13395,681,116074
2/1/20,5/16/20,United States,Male,85 years and over,9132,12356,526,110142
2/1/20,5/16/20,United States,Male Total,"Male, all ages",37711,47026,3196,468815
2/1/20,5/16/20,United States,Female,Under 1 year,1,12,6,2078
2/1/20,5/16/20,United States,Female,1-4 years,1,16,16,392
2/1/20,5/16/20,United States,Female,5-14 years,2,23,26,543
2/1/20,5/16/20,United States,Female,15-24 years,25,68,22,2126
2/1/20,5/16/20,United States,Female,25-34 years,145,239,67,5333
2/1/20,5/16/20,United States,Female,35-44 years,324,487,103,8676
2/1/20,5/16/20,United States,Female,45-54 years,968,1391,222,18227
2/1/20,5/16/20,United States,Female,55-64 years,2790,4174,494,44540
2/1/20,5/16/20,United States,Female,65-74 years,5357,7397,607,74840
2/1/20,5/16/20,United States,Female,75-84 years,8263,10800,696,107176
2/1/20,5/16/20,United States,Female,85 years and over,13410,15810,768,174291
2/1/20,5/16/20,United States,Female Total,"Female, all ages",31286,40417,3027,438222
2/1/20,5/16/20,United States,Unknown,All ages,1,1,0,32
2/1/20,5/16/20,United States Total,All sexes,All Ages,68998,87444,6223,907069
2/1/20,5/16/20,Alabama,Male,Under 1 year,0,0,,42
2/1/20,5/16/20,Alabama,Male,1-4 years,0,0,0,12
2/1/20,5/16/20,Alabama,Male,5-14 years,0,0,0,18
2/1/20,5/16/20,Alabama,Male,15-24 years,0,,,121
2/1/20,5/16/20,Alabama,Male,25-34 years,,,,203
2/1/20,5/16/20,Alabama,Male,35-44 years,,15,,305
2/1/20,5/16/20,Alabama,Male,45-54 years,21,27,,589
2/1/20,5/16/20,Alabama,Male,55-64 years,27,90,15,1381
2/1/20,5/16/20,Alabama,Male,65-74 years,59,138,14,1927
2/1/20,5/16/20,Alabama,Male,75-84 years,55,166,,1981
2/1/20,5/16/20,Alabama,Male,85 years and over,52,107,,1455
2/1/20,5/16/20,Alabama,Male Total,"Male, all ages",217,550,53,8034
2/1/20,5/16/20,Alabama,Female,Under 1 year,0,0,0,32
2/1/20,5/16/20,Alabama,Female,1-4 years,0,0,,13
2/1/20,5/16/20,Alabama,Female,5-14 years,0,,0,11
2/1/20,5/16/20,Alabama,Female,15-24 years,0,,0,45
2/1/20,5/16/20,Alabama,Female,25-34 years,,,,97
2/1/20,5/16/20,Alabama,Female,35-44 years,,,,175
2/1/20,5/16/20,Alabama,Female,45-54 years,,23,,389
2/1/20,5/16/20,Alabama,Female,55-64 years,22,82,,929
2/1/20,5/16/20,Alabama,Female,65-74 years,39,85,11,1456
2/1/20,5/16/20,Alabama,Female,75-84 years,50,125,,1950
2/1/20,5/16/20,Alabama,Female,85 years and over,39,120,,2400
2/1/20,5/16/20,Alabama,Female Total,"Female, all ages",162,446,35,7497
2/1/20,5/16/20,Alabama,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Alabama Total,All sexes,All Ages,379,996,88,15531
2/1/20,5/16/20,Alaska,Male,Under 1 year,0,0,0,
2/1/20,5/16/20,Alaska,Male,1-4 years,0,0,0,0
2/1/20,5/16/20,Alaska,Male,5-14 years,0,0,0,
2/1/20,5/16/20,Alaska,Male,15-24 years,0,0,0,22
2/1/20,5/16/20,Alaska,Male,25-34 years,0,0,0,24
2/1/20,5/16/20,Alaska,Male,35-44 years,0,,0,29
2/1/20,5/16/20,Alaska,Male,45-54 years,0,0,0,51
2/1/20,5/16/20,Alaska,Male,55-64 years,0,,0,115
2/1/20,5/16/20,Alaska,Male,65-74 years,,,0,143
2/1/20,5/16/20,Alaska,Male,75-84 years,0,,,160
2/1/20,5/16/20,Alaska,Male,85 years and over,,10,,99
2/1/20,5/16/20,Alaska,Male Total,"Male, all ages",,34,,654
2/1/20,5/16/20,Alaska,Female,Under 1 year,0,0,0,
2/1/20,5/16/20,Alaska,Female,1-4 years,0,,,
2/1/20,5/16/20,Alaska,Female,5-14 years,0,0,0,
2/1/20,5/16/20,Alaska,Female,15-24 years,0,0,0,
2/1/20,5/16/20,Alaska,Female,25-34 years,,,0,17
2/1/20,5/16/20,Alaska,Female,35-44 years,0,0,0,28
2/1/20,5/16/20,Alaska,Female,45-54 years,,,0,28
2/1/20,5/16/20,Alaska,Female,55-64 years,,,0,72
2/1/20,5/16/20,Alaska,Female,65-74 years,,,,105
2/1/20,5/16/20,Alaska,Female,75-84 years,0,,0,98
2/1/20,5/16/20,Alaska,Female,85 years and over,0,,0,110
2/1/20,5/16/20,Alaska,Female Total,"Female, all ages",,20,,471
2/1/20,5/16/20,Alaska,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Alaska Total,All sexes,All Ages,,54,,1125
2/1/20,5/16/20,Arizona,Male,Under 1 year,0,,,56
2/1/20,5/16/20,Arizona,Male,1-4 years,0,,,17
2/1/20,5/16/20,Arizona,Male,5-14 years,0,0,,21
2/1/20,5/16/20,Arizona,Male,15-24 years,,0,0,219
2/1/20,5/16/20,Arizona,Male,25-34 years,,,,338
2/1/20,5/16/20,Arizona,Male,35-44 years,,16,,384
2/1/20,5/16/20,Arizona,Male,45-54 years,13,34,,661
2/1/20,5/16/20,Arizona,Male,55-64 years,31,104,13,1480
2/1/20,5/16/20,Arizona,Male,65-74 years,45,182,14,2325
2/1/20,5/16/20,Arizona,Male,75-84 years,90,248,12,2817
2/1/20,5/16/20,Arizona,Male,85 years and over,91,200,10,2444
2/1/20,5/16/20,Arizona,Male Total,"Male, all ages",284,794,60,10762
2/1/20,5/16/20,Arizona,Female,Under 1 year,0,,0,58
2/1/20,5/16/20,Arizona,Female,1-4 years,0,,0,18
2/1/20,5/16/20,Arizona,Female,5-14 years,0,0,0,17
2/1/20,5/16/20,Arizona,Female,15-24 years,0,,0,61
2/1/20,5/16/20,Arizona,Female,25-34 years,,11,,155
2/1/20,5/16/20,Arizona,Female,35-44 years,,11,,198
2/1/20,5/16/20,Arizona,Female,45-54 years,13,27,,347
2/1/20,5/16/20,Arizona,Female,55-64 years,23,86,,941
2/1/20,5/16/20,Arizona,Female,65-74 years,45,133,15,1676
2/1/20,5/16/20,Arizona,Female,75-84 years,56,190,10,2447
2/1/20,5/16/20,Arizona,Female,85 years and over,89,226,,3317
2/1/20,5/16/20,Arizona,Female Total,"Female, all ages",230,689,49,9235
2/1/20,5/16/20,Arizona,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Arizona Total,All sexes,All Ages,514,1483,109,19997
2/1/20,5/16/20,Arkansas,Male,Under 1 year,0,,0,39
2/1/20,5/16/20,Arkansas,Male,1-4 years,0,0,,
2/1/20,5/16/20,Arkansas,Male,5-14 years,0,0,0,
2/1/20,5/16/20,Arkansas,Male,15-24 years,,,,75
2/1/20,5/16/20,Arkansas,Male,25-34 years,,,,135
2/1/20,5/16/20,Arkansas,Male,35-44 years,0,13,,186
2/1/20,5/16/20,Arkansas,Male,45-54 years,,17,,342
2/1/20,5/16/20,Arkansas,Male,55-64 years,,56,11,844
2/1/20,5/16/20,Arkansas,Male,65-74 years,,78,10,1204
2/1/20,5/16/20,Arkansas,Male,75-84 years,17,103,,1284
2/1/20,5/16/20,Arkansas,Male,85 years and over,,91,,933
2/1/20,5/16/20,Arkansas,Male Total,"Male, all ages",39,365,39,5058
2/1/20,5/16/20,Arkansas,Female,Under 1 year,0,0,0,22
2/1/20,5/16/20,Arkansas,Female,1-4 years,0,0,,10
2/1/20,5/16/20,Arkansas,Female,5-14 years,0,0,0,
2/1/20,5/16/20,Arkansas,Female,15-24 years,0,,,29
2/1/20,5/16/20,Arkansas,Female,25-34 years,0,,0,73
2/1/20,5/16/20,Arkansas,Female,35-44 years,,,,119
2/1/20,5/16/20,Arkansas,Female,45-54 years,0,19,,245
2/1/20,5/16/20,Arkansas,Female,55-64 years,,44,,538
2/1/20,5/16/20,Arkansas,Female,65-74 years,,56,10,880
2/1/20,5/16/20,Arkansas,Female,75-84 years,,77,,1207
2/1/20,5/16/20,Arkansas,Female,85 years and over,17,94,,1549
2/1/20,5/16/20,Arkansas,Female Total,"Female, all ages",31,300,35,4677
2/1/20,5/16/20,Arkansas,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Arkansas Total,All sexes,All Ages,70,665,74,9735
2/1/20,5/16/20,California,Male,Under 1 year,0,,0,263
2/1/20,5/16/20,California,Male,1-4 years,0,,,52
2/1/20,5/16/20,California,Male,5-14 years,0,,,75
2/1/20,5/16/20,California,Male,15-24 years,,17,,690
2/1/20,5/16/20,California,Male,25-34 years,16,37,,1291
2/1/20,5/16/20,California,Male,35-44 years,45,97,10,1608
2/1/20,5/16/20,California,Male,45-54 years,95,191,33,2892
2/1/20,5/16/20,California,Male,55-64 years,186,510,68,6509
2/1/20,5/16/20,California,Male,65-74 years,305,901,60,9241
2/1/20,5/16/20,California,Male,75-84 years,357,1144,56,10458
2/1/20,5/16/20,California,Male,85 years and over,310,1189,51,11598
2/1/20,5/16/20,California,Male Total,"Male, all ages",1315,4096,294,44677
2/1/20,5/16/20,California,Female,Under 1 year,0,,,208
2/1/20,5/16/20,California,Female,1-4 years,0,,0,32
2/1/20,5/16/20,California,Female,5-14 years,0,,,54
2/1/20,5/16/20,California,Female,15-24 years,,12,,216
2/1/20,5/16/20,California,Female,25-34 years,,17,,477
2/1/20,5/16/20,California,Female,35-44 years,17,46,,771
2/1/20,5/16/20,California,Female,45-54 years,37,124,20,1655
2/1/20,5/16/20,California,Female,55-64 years,81,314,46,3884
2/1/20,5/16/20,California,Female,65-74 years,155,566,47,6326
2/1/20,5/16/20,California,Female,75-84 years,233,871,69,9464
2/1/20,5/16/20,California,Female,85 years and over,458,1505,62,16897
2/1/20,5/16/20,California,Female Total,"Female, all ages",985,3462,266,39984
2/1/20,5/16/20,California,Unknown,All ages,0,0,0,
2/1/20,5/16/20,California Total,All sexes,All Ages,2300,7558,560,84662
2/1/20,5/16/20,Colorado,Male,Under 1 year,0,0,0,51
2/1/20,5/16/20,Colorado,Male,1-4 years,0,0,,
2/1/20,5/16/20,Colorado,Male,5-14 years,0,0,0,19
2/1/20,5/16/20,Colorado,Male,15-24 years,,,,141
2/1/20,5/16/20,Colorado,Male,25-34 years,,,0,246
2/1/20,5/16/20,Colorado,Male,35-44 years,,16,,330
2/1/20,5/16/20,Colorado,Male,45-54 years,29,30,,477
2/1/20,5/16/20,Colorado,Male,55-64 years,53,86,10,1038
2/1/20,5/16/20,Colorado,Male,65-74 years,121,184,10,1523
2/1/20,5/16/20,Colorado,Male,75-84 years,162,216,,1676
2/1/20,5/16/20,Colorado,Male,85 years and over,186,190,10,1663
2/1/20,5/16/20,Colorado,Male Total,"Male, all ages",564,730,46,7170
2/1/20,5/16/20,Colorado,Female,Under 1 year,0,,0,50
2/1/20,5/16/20,Colorado,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Colorado,Female,5-14 years,0,0,,
2/1/20,5/16/20,Colorado,Female,15-24 years,,,0,52
2/1/20,5/16/20,Colorado,Female,25-34 years,0,,0,108
2/1/20,5/16/20,Colorado,Female,35-44 years,,,,147
2/1/20,5/16/20,Colorado,Female,45-54 years,,21,,284
2/1/20,5/16/20,Colorado,Female,55-64 years,23,57,11,652
2/1/20,5/16/20,Colorado,Female,65-74 years,74,93,,1047
2/1/20,5/16/20,Colorado,Female,75-84 years,115,156,,1456
2/1/20,5/16/20,Colorado,Female,85 years and over,211,249,13,2569
2/1/20,5/16/20,Colorado,Female Total,"Female, all ages",437,589,47,6379
2/1/20,5/16/20,Colorado,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Colorado Total,All sexes,All Ages,1001,1319,93,13549
2/1/20,5/16/20,Connecticut,Male,Under 1 year,0,0,0,
2/1/20,5/16/20,Connecticut,Male,1-4 years,0,0,,
2/1/20,5/16/20,Connecticut,Male,5-14 years,0,0,0,
2/1/20,5/16/20,Connecticut,Male,15-24 years,0,0,0,11
2/1/20,5/16/20,Connecticut,Male,25-34 years,,,,41
2/1/20,5/16/20,Connecticut,Male,35-44 years,,,0,55
2/1/20,5/16/20,Connecticut,Male,45-54 years,13,,,96
2/1/20,5/16/20,Connecticut,Male,55-64 years,32,16,,234
2/1/20,5/16/20,Connecticut,Male,65-74 years,83,41,,399
2/1/20,5/16/20,Connecticut,Male,75-84 years,91,47,,481
2/1/20,5/16/20,Connecticut,Male,85 years and over,122,80,,603
2/1/20,5/16/20,Connecticut,Male Total,"Male, all ages",348,194,26,1928
2/1/20,5/16/20,Connecticut,Female,Under 1 year,0,0,0,
2/1/20,5/16/20,Connecticut,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Connecticut,Female,5-14 years,0,0,0,
2/1/20,5/16/20,Connecticut,Female,15-24 years,0,0,0,
2/1/20,5/16/20,Connecticut,Female,25-34 years,,,,14
2/1/20,5/16/20,Connecticut,Female,35-44 years,,,0,36
2/1/20,5/16/20,Connecticut,Female,45-54 years,,0,,55
2/1/20,5/16/20,Connecticut,Female,55-64 years,19,10,,139
2/1/20,5/16/20,Connecticut,Female,65-74 years,46,27,,251
2/1/20,5/16/20,Connecticut,Female,75-84 years,86,42,,432
2/1/20,5/16/20,Connecticut,Female,85 years and over,167,79,,903
2/1/20,5/16/20,Connecticut,Female Total,"Female, all ages",324,160,25,1849
2/1/20,5/16/20,Connecticut,Unknown,All ages,0,0,0,
2/1/20,5/16/20,Connecticut Total,All sexes,All Ages,672,354,51,3782
2/1/20,5/16/20,Delaware,Male,Under 1 year,0,0,0,
2/1/20,5/16/20,Delaware,Male,1-4 years,0,0,0,0
2/1/20,5/16/20,Delaware,Male,5-14 years,0,0,0,
2/1/20,5/16/20,Delaware,Male,15-24 years,0,,0,12
2/1/20,5/16/20,Delaware,Male,25-34 years,,,0,26
2/1/20,5/16/20,Delaware,Male,35-44 years,0,0,0,41
2/1/20,5/16/20,Delaware,Male,45-54 years,,,0,67
2/1/20,5/16/20,Delaware,Male,55-64 years,,10,0,172
2/1/20,5/16/20,Delaware,Male,65-74 years,22,27,,292
2/1/20,5/16/20,Delaware,Male,75-84 years,26,19,,334
2/1/20,5/16/20,Delaware,Male,85 years and over,24,27,,346
2/1/20,5/16/20,Delaware,Male Total,"Male, all ages",84,88,,1298
2/1/20,5/16/20,Delaware,Female,Under 1 year,0,0,0,
2/1/20,5/16/20,Delaware,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Delaware,Female,5-14 years,0,0,0,
2/1/20,5/16/20,Delaware,Female,15-24 years,0,0,0,
2/1/20,5/16/20,Delaware,Female,25-34 years,,,0,12
2/1/20,5/16/20,Delaware,Female,35-44 years,0,0,,27
2/1/20,5/16/20,Delaware,Female,45-54 years,,,0,40
2/1/20,5/16/20,Delaware,Female,55-64 years,12,13,,140
2/1/20,5/16/20,Delaware,Female,65-74 years,14,18,,242
2/1/20,5/16/20,Delaware,Female,75-84 years,22,31,,368
2/1/20,5/16/20,Delaware,Female,85 years and over,47,48,,551
2/1/20,5/16/20,Delaware,Female Total,"Female, all ages",101,117,11,1399
2/1/20,5/16/20,Delaware,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Delaware Total,All sexes,All Ages,185,205,15,2697
2/1/20,5/16/20,District of Columbia,Male,Under 1 year,0,0,0,11
2/1/20,5/16/20,District of Columbia,Male,1-4 years,0,0,0,
2/1/20,5/16/20,District of Columbia,Male,5-14 years,0,0,0,
2/1/20,5/16/20,District of Columbia,Male,15-24 years,0,,0,21
2/1/20,5/16/20,District of Columbia,Male,25-34 years,,,0,50
2/1/20,5/16/20,District of Columbia,Male,35-44 years,,,0,55
2/1/20,5/16/20,District of Columbia,Male,45-54 years,14,16,,82
2/1/20,5/16/20,District of Columbia,Male,55-64 years,21,31,,203
2/1/20,5/16/20,District of Columbia,Male,65-74 years,42,62,,264
2/1/20,5/16/20,District of Columbia,Male,75-84 years,28,45,0,190
2/1/20,5/16/20,District of Columbia,Male,85 years and over,21,27,0,171
2/1/20,5/16/20,District of Columbia,Male Total,"Male, all ages",129,190,,1056
2/1/20,5/16/20,District of Columbia,Female,Under 1 year,0,0,,13
2/1/20,5/16/20,District of Columbia,Female,1-4 years,0,0,,
2/1/20,5/16/20,District of Columbia,Female,5-14 years,0,0,,
2/1/20,5/16/20,District of Columbia,Female,15-24 years,0,0,0,
2/1/20,5/16/20,District of Columbia,Female,25-34 years,0,0,0,15
2/1/20,5/16/20,District of Columbia,Female,35-44 years,0,,0,27
2/1/20,5/16/20,District of Columbia,Female,45-54 years,,10,0,59
2/1/20,5/16/20,District of Columbia,Female,55-64 years,,17,0,121
2/1/20,5/16/20,District of Columbia,Female,65-74 years,22,42,,174
2/1/20,5/16/20,District of Columbia,Female,75-84 years,15,32,0,181
2/1/20,5/16/20,District of Columbia,Female,85 years and over,26,40,0,284
2/1/20,5/16/20,District of Columbia,Female Total,"Female, all ages",76,142,,889
2/1/20,5/16/20,District of Columbia,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,District of Columbia Total,All sexes,All Ages,205,332,,1945
2/1/20,5/16/20,Florida,Male,Under 1 year,0,,0,183
2/1/20,5/16/20,Florida,Male,1-4 years,0,,,39
2/1/20,5/16/20,Florida,Male,5-14 years,0,,,63
2/1/20,5/16/20,Florida,Male,15-24 years,0,,,460
2/1/20,5/16/20,Florida,Male,25-34 years,,20,,917
2/1/20,5/16/20,Florida,Male,35-44 years,22,51,,1187
2/1/20,5/16/20,Florida,Male,45-54 years,47,117,19,2046
2/1/20,5/16/20,Florida,Male,55-64 years,113,338,29,4947
2/1/20,5/16/20,Florida,Male,65-74 years,233,688,34,7619
2/1/20,5/16/20,Florida,Male,75-84 years,287,881,34,9202
2/1/20,5/16/20,Florida,Male,85 years and over,218,720,16,8685
2/1/20,5/16/20,Florida,Male Total,"Male, all ages",928,2831,150,35348
2/1/20,5/16/20,Florida,Female,Under 1 year,0,,,165
2/1/20,5/16/20,Florida,Female,1-4 years,0,,0,35
2/1/20,5/16/20,Florida,Female,5-14 years,0,,,37
2/1/20,5/16/20,Florida,Female,15-24 years,0,,,169
2/1/20,5/16/20,Florida,Female,25-34 years,,19,,426
2/1/20,5/16/20,Florida,Female,35-44 years,,37,,668
2/1/20,5/16/20,Florida,Female,45-54 years,19,87,12,1317
2/1/20,5/16/20,Florida,Female,55-64 years,45,238,22,3039
2/1/20,5/16/20,Florida,Female,65-74 years,136,438,38,5240
2/1/20,5/16/20,Florida,Female,75-84 years,206,630,34,7694
2/1/20,5/16/20,Florida,Female,85 years and over,261,761,26,12318
2/1/20,5/16/20,Florida,Female Total,"Female, all ages",678,2218,147,31108
2/1/20,5/16/20,Florida,Unknown,All ages,0,0,0,
2/1/20,5/16/20,Florida Total,All sexes,All Ages,1606,5049,297,66461
2/1/20,5/16/20,Georgia,Male,Under 1 year,0,,0,65
2/1/20,5/16/20,Georgia,Male,1-4 years,0,0,,26
2/1/20,5/16/20,Georgia,Male,5-14 years,0,0,0,26
2/1/20,5/16/20,Georgia,Male,15-24 years,0,,,191
2/1/20,5/16/20,Georgia,Male,25-34 years,11,,0,317
2/1/20,5/16/20,Georgia,Male,35-44 years,,17,,437
2/1/20,5/16/20,Georgia,Male,45-54 years,37,48,,894
2/1/20,5/16/20,Georgia,Male,55-64 years,92,145,,2219
2/1/20,5/16/20,Georgia,Male,65-74 years,168,255,10,3079
2/1/20,5/16/20,Georgia,Male,75-84 years,160,318,,3143
2/1/20,5/16/20,Georgia,Male,85 years and over,95,201,,2356
2/1/20,5/16/20,Georgia,Male Total,"Male, all ages",571,993,46,12753
2/1/20,5/16/20,Georgia,Female,Under 1 year,0,0,0,49
2/1/20,5/16/20,Georgia,Female,1-4 years,0,0,,17
2/1/20,5/16/20,Georgia,Female,5-14 years,0,,,17
2/1/20,5/16/20,Georgia,Female,15-24 years,,,0,64
2/1/20,5/16/20,Georgia,Female,25-34 years,,,,139
2/1/20,5/16/20,Georgia,Female,35-44 years,,18,,276
2/1/20,5/16/20,Georgia,Female,45-54 years,24,49,,663
2/1/20,5/16/20,Georgia,Female,55-64 years,67,113,12,1536
2/1/20,5/16/20,Georgia,Female,65-74 years,98,176,12,2396
2/1/20,5/16/20,Georgia,Female,75-84 years,155,241,14,3127
2/1/20,5/16/20,Georgia,Female,85 years and over,152,261,,4057
2/1/20,5/16/20,Georgia,Female Total,"Female, all ages",509,870,56,12341
2/1/20,5/16/20,Georgia,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Georgia Total,All sexes,All Ages,1080,1863,102,25094
2/1/20,5/16/20,Hawaii,Male,Under 1 year,0,0,0,10
2/1/20,5/16/20,Hawaii,Male,1-4 years,0,0,0,0
2/1/20,5/16/20,Hawaii,Male,5-14 years,0,,0,
2/1/20,5/16/20,Hawaii,Male,15-24 years,0,,0,19
2/1/20,5/16/20,Hawaii,Male,25-34 years,0,,0,32
2/1/20,5/16/20,Hawaii,Male,35-44 years,0,,0,53
2/1/20,5/16/20,Hawaii,Male,45-54 years,,,0,117
2/1/20,5/16/20,Hawaii,Male,55-64 years,,,,275
2/1/20,5/16/20,Hawaii,Male,65-74 years,,21,,414
2/1/20,5/16/20,Hawaii,Male,75-84 years,,31,,438
2/1/20,5/16/20,Hawaii,Male,85 years and over,,54,,499
2/1/20,5/16/20,Hawaii,Male Total,"Male, all ages",10,122,13,1862
2/1/20,5/16/20,Hawaii,Female,Under 1 year,0,0,0,11
2/1/20,5/16/20,Hawaii,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Hawaii,Female,5-14 years,0,,0,
2/1/20,5/16/20,Hawaii,Female,15-24 years,0,0,0,11
2/1/20,5/16/20,Hawaii,Female,25-34 years,0,,0,16
2/1/20,5/16/20,Hawaii,Female,35-44 years,0,0,0,18
2/1/20,5/16/20,Hawaii,Female,45-54 years,,,0,66
2/1/20,5/16/20,Hawaii,Female,55-64 years,0,15,,148
2/1/20,5/16/20,Hawaii,Female,65-74 years,0,20,,247
2/1/20,5/16/20,Hawaii,Female,75-84 years,,17,0,300
