Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Pneumonia Deaths,Influenza Deaths,Total Deaths
2/1/20,5/16/20,Hawaii,Female,85 years and over,,49,,783
2/1/20,5/16/20,Hawaii,Female Total,"Female, all ages",,107,,1604
2/1/20,5/16/20,Hawaii,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Hawaii Total,All sexes,All Ages,15,229,19,3466
2/1/20,5/16/20,Idaho,Male,Under 1 year,0,0,0,15
2/1/20,5/16/20,Idaho,Male,1-4 years,0,,0,
2/1/20,5/16/20,Idaho,Male,5-14 years,0,0,0,
2/1/20,5/16/20,Idaho,Male,15-24 years,0,0,0,37
2/1/20,5/16/20,Idaho,Male,25-34 years,0,0,0,44
2/1/20,5/16/20,Idaho,Male,35-44 years,0,0,,82
2/1/20,5/16/20,Idaho,Male,45-54 years,0,,0,134
2/1/20,5/16/20,Idaho,Male,55-64 years,,15,,289
2/1/20,5/16/20,Idaho,Male,65-74 years,,27,,496
2/1/20,5/16/20,Idaho,Male,75-84 years,15,36,,595
2/1/20,5/16/20,Idaho,Male,85 years and over,10,29,,533
2/1/20,5/16/20,Idaho,Male Total,"Male, all ages",37,111,12,2234
2/1/20,5/16/20,Idaho,Female,Under 1 year,0,0,0,16
2/1/20,5/16/20,Idaho,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Idaho,Female,5-14 years,0,0,0,
2/1/20,5/16/20,Idaho,Female,15-24 years,0,0,,
2/1/20,5/16/20,Idaho,Female,25-34 years,0,0,0,27
2/1/20,5/16/20,Idaho,Female,35-44 years,0,,0,36
2/1/20,5/16/20,Idaho,Female,45-54 years,0,,0,75
2/1/20,5/16/20,Idaho,Female,55-64 years,0,16,,212
2/1/20,5/16/20,Idaho,Female,65-74 years,,27,,359
2/1/20,5/16/20,Idaho,Female,75-84 years,,27,,534
2/1/20,5/16/20,Idaho,Female,85 years and over,18,38,,786
2/1/20,5/16/20,Idaho,Female Total,"Female, all ages",31,113,12,2056
2/1/20,5/16/20,Idaho,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Idaho Total,All sexes,All Ages,68,224,24,4290
2/1/20,5/16/20,Illinois,Male,Under 1 year,0,,0,100
2/1/20,5/16/20,Illinois,Male,1-4 years,0,0,,19
2/1/20,5/16/20,Illinois,Male,5-14 years,0,0,0,29
2/1/20,5/16/20,Illinois,Male,15-24 years,,,0,265
2/1/20,5/16/20,Illinois,Male,25-34 years,17,16,,490
2/1/20,5/16/20,Illinois,Male,35-44 years,43,40,,658
2/1/20,5/16/20,Illinois,Male,45-54 years,108,120,,1171
2/1/20,5/16/20,Illinois,Male,55-64 years,221,264,15,2928
2/1/20,5/16/20,Illinois,Male,65-74 years,376,447,15,4077
2/1/20,5/16/20,Illinois,Male,75-84 years,407,555,18,4481
2/1/20,5/16/20,Illinois,Male,85 years and over,323,542,14,4533
2/1/20,5/16/20,Illinois,Male Total,"Male, all ages",1498,1988,70,18751
2/1/20,5/16/20,Illinois,Female,Under 1 year,0,0,0,82
2/1/20,5/16/20,Illinois,Female,1-4 years,0,0,0,11
2/1/20,5/16/20,Illinois,Female,5-14 years,0,,,20
2/1/20,5/16/20,Illinois,Female,15-24 years,,0,,90
2/1/20,5/16/20,Illinois,Female,25-34 years,,11,,204
2/1/20,5/16/20,Illinois,Female,35-44 years,18,29,,353
2/1/20,5/16/20,Illinois,Female,45-54 years,50,60,,687
2/1/20,5/16/20,Illinois,Female,55-64 years,102,182,15,1784
2/1/20,5/16/20,Illinois,Female,65-74 years,198,326,15,3007
2/1/20,5/16/20,Illinois,Female,75-84 years,297,474,27,4336
2/1/20,5/16/20,Illinois,Female,85 years and over,518,746,37,7491
2/1/20,5/16/20,Illinois,Female Total,"Female, all ages",1193,1830,104,18065
2/1/20,5/16/20,Illinois,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Illinois Total,All sexes,All Ages,2691,3818,174,36816
2/1/20,5/16/20,Indiana,Male,Under 1 year,0,,0,56
2/1/20,5/16/20,Indiana,Male,1-4 years,0,0,0,
2/1/20,5/16/20,Indiana,Male,5-14 years,0,0,0,18
2/1/20,5/16/20,Indiana,Male,15-24 years,,,0,114
2/1/20,5/16/20,Indiana,Male,25-34 years,,,0,256
2/1/20,5/16/20,Indiana,Male,35-44 years,,22,,317
2/1/20,5/16/20,Indiana,Male,45-54 years,17,42,,640
2/1/20,5/16/20,Indiana,Male,55-64 years,82,150,10,1703
2/1/20,5/16/20,Indiana,Male,65-74 years,171,271,13,2378
2/1/20,5/16/20,Indiana,Male,75-84 years,198,330,15,2701
2/1/20,5/16/20,Indiana,Male,85 years and over,169,272,11,2313
2/1/20,5/16/20,Indiana,Male Total,"Male, all ages",643,1098,58,10505
2/1/20,5/16/20,Indiana,Female,Under 1 year,0,0,0,56
2/1/20,5/16/20,Indiana,Female,1-4 years,0,0,,
2/1/20,5/16/20,Indiana,Female,5-14 years,0,0,,
2/1/20,5/16/20,Indiana,Female,15-24 years,0,,0,40
2/1/20,5/16/20,Indiana,Female,25-34 years,,,,116
2/1/20,5/16/20,Indiana,Female,35-44 years,,,0,158
2/1/20,5/16/20,Indiana,Female,45-54 years,15,43,,431
2/1/20,5/16/20,Indiana,Female,55-64 years,41,100,,1088
2/1/20,5/16/20,Indiana,Female,65-74 years,98,192,13,1845
2/1/20,5/16/20,Indiana,Female,75-84 years,163,268,13,2607
2/1/20,5/16/20,Indiana,Female,85 years and over,246,349,24,4062
2/1/20,5/16/20,Indiana,Female Total,"Female, all ages",569,966,67,10419
2/1/20,5/16/20,Indiana,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Indiana Total,All sexes,All Ages,1212,2064,125,20924
2/1/20,5/16/20,Iowa,Male,Under 1 year,0,0,,16
2/1/20,5/16/20,Iowa,Male,1-4 years,0,,0,
2/1/20,5/16/20,Iowa,Male,5-14 years,0,0,0,
2/1/20,5/16/20,Iowa,Male,15-24 years,0,0,,53
2/1/20,5/16/20,Iowa,Male,25-34 years,0,,0,77
2/1/20,5/16/20,Iowa,Male,35-44 years,,,0,107
2/1/20,5/16/20,Iowa,Male,45-54 years,,10,,239
2/1/20,5/16/20,Iowa,Male,55-64 years,18,45,,642
2/1/20,5/16/20,Iowa,Male,65-74 years,36,78,,1016
2/1/20,5/16/20,Iowa,Male,75-84 years,32,92,,1183
2/1/20,5/16/20,Iowa,Male,85 years and over,39,106,,1302
2/1/20,5/16/20,Iowa,Male Total,"Male, all ages",135,339,32,4650
2/1/20,5/16/20,Iowa,Female,Under 1 year,0,0,0,11
2/1/20,5/16/20,Iowa,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Iowa,Female,5-14 years,0,,0,
2/1/20,5/16/20,Iowa,Female,15-24 years,0,0,0,14
2/1/20,5/16/20,Iowa,Female,25-34 years,0,,,32
2/1/20,5/16/20,Iowa,Female,35-44 years,0,0,0,53
2/1/20,5/16/20,Iowa,Female,45-54 years,,,,135
2/1/20,5/16/20,Iowa,Female,55-64 years,13,28,,426
2/1/20,5/16/20,Iowa,Female,65-74 years,17,53,12,690
2/1/20,5/16/20,Iowa,Female,75-84 years,24,75,12,1035
2/1/20,5/16/20,Iowa,Female,85 years and over,49,145,21,2053
2/1/20,5/16/20,Iowa,Female Total,"Female, all ages",108,312,51,4452
2/1/20,5/16/20,Iowa,Unknown,All ages,0,0,0,
2/1/20,5/16/20,Iowa Total,All sexes,All Ages,243,651,83,9103
2/1/20,5/16/20,Kansas,Male,Under 1 year,0,0,0,33
2/1/20,5/16/20,Kansas,Male,1-4 years,0,,0,
2/1/20,5/16/20,Kansas,Male,5-14 years,0,0,0,
2/1/20,5/16/20,Kansas,Male,15-24 years,0,,0,57
2/1/20,5/16/20,Kansas,Male,25-34 years,,,,99
2/1/20,5/16/20,Kansas,Male,35-44 years,0,,,126
2/1/20,5/16/20,Kansas,Male,45-54 years,,,,242
2/1/20,5/16/20,Kansas,Male,55-64 years,13,36,,599
2/1/20,5/16/20,Kansas,Male,65-74 years,14,64,,894
2/1/20,5/16/20,Kansas,Male,75-84 years,19,74,13,981
2/1/20,5/16/20,Kansas,Male,85 years and over,24,104,,1094
2/1/20,5/16/20,Kansas,Male Total,"Male, all ages",76,297,42,4136
2/1/20,5/16/20,Kansas,Female,Under 1 year,0,0,0,21
2/1/20,5/16/20,Kansas,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Kansas,Female,5-14 years,0,,0,
2/1/20,5/16/20,Kansas,Female,15-24 years,0,,0,27
2/1/20,5/16/20,Kansas,Female,25-34 years,,0,,36
2/1/20,5/16/20,Kansas,Female,35-44 years,,,0,85
2/1/20,5/16/20,Kansas,Female,45-54 years,,,,148
2/1/20,5/16/20,Kansas,Female,55-64 years,12,23,,417
2/1/20,5/16/20,Kansas,Female,65-74 years,10,50,,655
2/1/20,5/16/20,Kansas,Female,75-84 years,14,63,15,911
2/1/20,5/16/20,Kansas,Female,85 years and over,40,124,13,1616
2/1/20,5/16/20,Kansas,Female Total,"Female, all ages",82,272,45,3919
2/1/20,5/16/20,Kansas,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Kansas Total,All sexes,All Ages,158,569,87,8055
2/1/20,5/16/20,Kentucky,Male,Under 1 year,0,0,0,28
2/1/20,5/16/20,Kentucky,Male,1-4 years,0,0,0,
2/1/20,5/16/20,Kentucky,Male,5-14 years,0,0,0,10
2/1/20,5/16/20,Kentucky,Male,15-24 years,0,,0,84
2/1/20,5/16/20,Kentucky,Male,25-34 years,0,,,165
2/1/20,5/16/20,Kentucky,Male,35-44 years,,15,,284
2/1/20,5/16/20,Kentucky,Male,45-54 years,,35,,509
2/1/20,5/16/20,Kentucky,Male,55-64 years,21,94,,1237
2/1/20,5/16/20,Kentucky,Male,65-74 years,35,157,12,1635
2/1/20,5/16/20,Kentucky,Male,75-84 years,32,195,,1666
2/1/20,5/16/20,Kentucky,Male,85 years and over,19,125,10,1240
2/1/20,5/16/20,Kentucky,Male Total,"Male, all ages",115,627,46,6862
2/1/20,5/16/20,Kentucky,Female,Under 1 year,0,0,0,21
2/1/20,5/16/20,Kentucky,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Kentucky,Female,5-14 years,0,0,0,
2/1/20,5/16/20,Kentucky,Female,15-24 years,0,0,,31
2/1/20,5/16/20,Kentucky,Female,25-34 years,0,,,78
2/1/20,5/16/20,Kentucky,Female,35-44 years,0,11,,139
2/1/20,5/16/20,Kentucky,Female,45-54 years,,24,,369
2/1/20,5/16/20,Kentucky,Female,55-64 years,16,72,11,829
2/1/20,5/16/20,Kentucky,Female,65-74 years,20,115,11,1287
2/1/20,5/16/20,Kentucky,Female,75-84 years,41,175,,1706
2/1/20,5/16/20,Kentucky,Female,85 years and over,68,205,12,2092
2/1/20,5/16/20,Kentucky,Female Total,"Female, all ages",148,605,47,6560
2/1/20,5/16/20,Kentucky,Unknown,All ages,0,0,0,
2/1/20,5/16/20,Kentucky Total,All sexes,All Ages,263,1232,93,13423
2/1/20,5/16/20,Louisiana,Male,Under 1 year,0,0,0,44
2/1/20,5/16/20,Louisiana,Male,1-4 years,0,0,0,10
2/1/20,5/16/20,Louisiana,Male,5-14 years,0,,0,16
2/1/20,5/16/20,Louisiana,Male,15-24 years,,,0,90
2/1/20,5/16/20,Louisiana,Male,25-34 years,,,,188
2/1/20,5/16/20,Louisiana,Male,35-44 years,24,21,,266
2/1/20,5/16/20,Louisiana,Male,45-54 years,59,32,,512
2/1/20,5/16/20,Louisiana,Male,55-64 years,137,105,,1225
2/1/20,5/16/20,Louisiana,Male,65-74 years,214,174,11,1750
2/1/20,5/16/20,Louisiana,Male,75-84 years,279,215,,1808
2/1/20,5/16/20,Louisiana,Male,85 years and over,181,169,,1411
2/1/20,5/16/20,Louisiana,Male Total,"Male, all ages",901,728,32,7320
2/1/20,5/16/20,Louisiana,Female,Under 1 year,0,0,0,31
2/1/20,5/16/20,Louisiana,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Louisiana,Female,5-14 years,0,0,0,10
2/1/20,5/16/20,Louisiana,Female,15-24 years,,,,42
2/1/20,5/16/20,Louisiana,Female,25-34 years,,,0,90
2/1/20,5/16/20,Louisiana,Female,35-44 years,19,14,,169
2/1/20,5/16/20,Louisiana,Female,45-54 years,28,19,,332
2/1/20,5/16/20,Louisiana,Female,55-64 years,98,82,,857
2/1/20,5/16/20,Louisiana,Female,65-74 years,129,111,,1348
2/1/20,5/16/20,Louisiana,Female,75-84 years,221,181,,1818
2/1/20,5/16/20,Louisiana,Female,85 years and over,230,203,,2356
2/1/20,5/16/20,Louisiana,Female Total,"Female, all ages",733,621,38,7060
2/1/20,5/16/20,Louisiana,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Louisiana Total,All sexes,All Ages,1634,1349,70,14380
2/1/20,5/16/20,Maine,Male,Under 1 year,0,0,0,
2/1/20,5/16/20,Maine,Male,1-4 years,0,0,0,
2/1/20,5/16/20,Maine,Male,5-14 years,0,0,0,
2/1/20,5/16/20,Maine,Male,15-24 years,0,0,0,23
2/1/20,5/16/20,Maine,Male,25-34 years,0,0,0,53
2/1/20,5/16/20,Maine,Male,35-44 years,,,,79
2/1/20,5/16/20,Maine,Male,45-54 years,0,,,147
2/1/20,5/16/20,Maine,Male,55-64 years,,15,,359
2/1/20,5/16/20,Maine,Male,65-74 years,11,46,,517
2/1/20,5/16/20,Maine,Male,75-84 years,,54,,573
2/1/20,5/16/20,Maine,Male,85 years and over,10,73,,640
2/1/20,5/16/20,Maine,Male Total,"Male, all ages",35,194,16,2405
2/1/20,5/16/20,Maine,Female,Under 1 year,0,0,0,12
2/1/20,5/16/20,Maine,Female,1-4 years,0,0,,
2/1/20,5/16/20,Maine,Female,5-14 years,0,0,0,
2/1/20,5/16/20,Maine,Female,15-24 years,0,0,0,
2/1/20,5/16/20,Maine,Female,25-34 years,0,,0,25
2/1/20,5/16/20,Maine,Female,35-44 years,0,,0,34
2/1/20,5/16/20,Maine,Female,45-54 years,,,0,75
2/1/20,5/16/20,Maine,Female,55-64 years,0,12,0,183
2/1/20,5/16/20,Maine,Female,65-74 years,,26,,380
2/1/20,5/16/20,Maine,Female,75-84 years,10,44,,560
2/1/20,5/16/20,Maine,Female,85 years and over,18,76,,917
2/1/20,5/16/20,Maine,Female Total,"Female, all ages",34,169,15,2194
2/1/20,5/16/20,Maine,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Maine Total,All sexes,All Ages,69,363,31,4599
2/1/20,5/16/20,Maryland,Male,Under 1 year,0,0,0,40
2/1/20,5/16/20,Maryland,Male,1-4 years,0,0,0,
2/1/20,5/16/20,Maryland,Male,5-14 years,0,0,0,10
2/1/20,5/16/20,Maryland,Male,15-24 years,0,,0,125
2/1/20,5/16/20,Maryland,Male,25-34 years,14,12,,282
2/1/20,5/16/20,Maryland,Male,35-44 years,24,19,,357
2/1/20,5/16/20,Maryland,Male,45-54 years,40,37,,559
2/1/20,5/16/20,Maryland,Male,55-64 years,122,110,12,1385
2/1/20,5/16/20,Maryland,Male,65-74 years,170,182,,1853
2/1/20,5/16/20,Maryland,Male,75-84 years,249,282,13,2100
2/1/20,5/16/20,Maryland,Male,85 years and over,209,249,17,2076
2/1/20,5/16/20,Maryland,Male Total,"Male, all ages",828,893,57,8789
2/1/20,5/16/20,Maryland,Female,Under 1 year,0,0,0,47
2/1/20,5/16/20,Maryland,Female,1-4 years,0,,0,
2/1/20,5/16/20,Maryland,Female,5-14 years,0,,0,11
2/1/20,5/16/20,Maryland,Female,15-24 years,,,0,35
2/1/20,5/16/20,Maryland,Female,25-34 years,,,,133
2/1/20,5/16/20,Maryland,Female,35-44 years,,,0,185
2/1/20,5/16/20,Maryland,Female,45-54 years,24,26,,348
2/1/20,5/16/20,Maryland,Female,55-64 years,69,73,13,885
2/1/20,5/16/20,Maryland,Female,65-74 years,151,167,15,1481
2/1/20,5/16/20,Maryland,Female,75-84 years,233,234,16,2152
2/1/20,5/16/20,Maryland,Female,85 years and over,344,361,16,3524
2/1/20,5/16/20,Maryland,Female Total,"Female, all ages",832,877,64,8808
2/1/20,5/16/20,Maryland,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Maryland Total,All sexes,All Ages,1660,1770,121,17597
2/1/20,5/16/20,Massachusetts,Male,Under 1 year,0,0,0,37
2/1/20,5/16/20,Massachusetts,Male,1-4 years,0,0,0,
2/1/20,5/16/20,Massachusetts,Male,5-14 years,0,0,0,
2/1/20,5/16/20,Massachusetts,Male,15-24 years,,,0,77
2/1/20,5/16/20,Massachusetts,Male,25-34 years,,,,246
2/1/20,5/16/20,Massachusetts,Male,35-44 years,19,15,,355
2/1/20,5/16/20,Massachusetts,Male,45-54 years,49,34,,596
2/1/20,5/16/20,Massachusetts,Male,55-64 years,196,174,16,1490
2/1/20,5/16/20,Massachusetts,Male,65-74 years,445,356,18,2370
2/1/20,5/16/20,Massachusetts,Male,75-84 years,723,530,25,3065
2/1/20,5/16/20,Massachusetts,Male,85 years and over,905,624,20,3529
2/1/20,5/16/20,Massachusetts,Male Total,"Male, all ages",2346,1740,87,11778
2/1/20,5/16/20,Massachusetts,Female,Under 1 year,0,0,0,32
2/1/20,5/16/20,Massachusetts,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Massachusetts,Female,5-14 years,0,,0,
2/1/20,5/16/20,Massachusetts,Female,15-24 years,0,0,,41
2/1/20,5/16/20,Massachusetts,Female,25-34 years,,,,104
2/1/20,5/16/20,Massachusetts,Female,35-44 years,,,0,169
2/1/20,5/16/20,Massachusetts,Female,45-54 years,39,24,,337
2/1/20,5/16/20,Massachusetts,Female,55-64 years,102,90,,856
2/1/20,5/16/20,Massachusetts,Female,65-74 years,269,208,10,1638
2/1/20,5/16/20,Massachusetts,Female,75-84 years,654,462,19,2937
2/1/20,5/16/20,Massachusetts,Female,85 years and over,1482,828,29,6027
2/1/20,5/16/20,Massachusetts,Female Total,"Female, all ages",2556,1626,71,12152
2/1/20,5/16/20,Massachusetts,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Massachusetts Total,All sexes,All Ages,4902,3366,158,23930
2/1/20,5/16/20,Michigan,Male,Under 1 year,0,,0,85
2/1/20,5/16/20,Michigan,Male,1-4 years,0,0,,
2/1/20,5/16/20,Michigan,Male,5-14 years,0,0,0,22
2/1/20,5/16/20,Michigan,Male,15-24 years,,,0,164
2/1/20,5/16/20,Michigan,Male,25-34 years,19,17,,370
2/1/20,5/16/20,Michigan,Male,35-44 years,36,29,,512
2/1/20,5/16/20,Michigan,Male,45-54 years,141,108,11,1076
2/1/20,5/16/20,Michigan,Male,55-64 years,248,264,17,2483
2/1/20,5/16/20,Michigan,Male,65-74 years,481,495,33,3774
2/1/20,5/16/20,Michigan,Male,75-84 years,540,613,22,4294
2/1/20,5/16/20,Michigan,Male,85 years and over,405,463,18,4020
2/1/20,5/16/20,Michigan,Male Total,"Male, all ages",1872,1996,108,16807
2/1/20,5/16/20,Michigan,Female,Under 1 year,0,0,0,81
2/1/20,5/16/20,Michigan,Female,1-4 years,0,0,,13
2/1/20,5/16/20,Michigan,Female,5-14 years,,0,,15
2/1/20,5/16/20,Michigan,Female,15-24 years,,,,60
2/1/20,5/16/20,Michigan,Female,25-34 years,10,,,176
2/1/20,5/16/20,Michigan,Female,35-44 years,16,20,,285
2/1/20,5/16/20,Michigan,Female,45-54 years,61,63,,631
2/1/20,5/16/20,Michigan,Female,55-64 years,159,170,25,1628
2/1/20,5/16/20,Michigan,Female,65-74 years,370,392,29,2899
2/1/20,5/16/20,Michigan,Female,75-84 years,431,472,29,4019
2/1/20,5/16/20,Michigan,Female,85 years and over,618,666,23,6627
2/1/20,5/16/20,Michigan,Female Total,"Female, all ages",1668,1793,123,16434
2/1/20,5/16/20,Michigan,Unknown,All ages,,,0,
2/1/20,5/16/20,Michigan Total,All sexes,All Ages,3541,3790,231,33245
2/1/20,5/16/20,Minnesota,Male,Under 1 year,0,0,0,45
2/1/20,5/16/20,Minnesota,Male,1-4 years,0,,0,13
2/1/20,5/16/20,Minnesota,Male,5-14 years,0,,0,
2/1/20,5/16/20,Minnesota,Male,15-24 years,0,,0,71
2/1/20,5/16/20,Minnesota,Male,25-34 years,0,,,141
2/1/20,5/16/20,Minnesota,Male,35-44 years,,,,196
2/1/20,5/16/20,Minnesota,Male,45-54 years,,22,,362
2/1/20,5/16/20,Minnesota,Male,55-64 years,27,59,,947
2/1/20,5/16/20,Minnesota,Male,65-74 years,54,105,15,1449
2/1/20,5/16/20,Minnesota,Male,75-84 years,83,167,13,1823
2/1/20,5/16/20,Minnesota,Male,85 years and over,115,181,11,2012
2/1/20,5/16/20,Minnesota,Male Total,"Male, all ages",286,548,57,7068
2/1/20,5/16/20,Minnesota,Female,Under 1 year,0,0,0,28
2/1/20,5/16/20,Minnesota,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Minnesota,Female,5-14 years,0,,0,
2/1/20,5/16/20,Minnesota,Female,15-24 years,0,,0,23
2/1/20,5/16/20,Minnesota,Female,25-34 years,,,,74
2/1/20,5/16/20,Minnesota,Female,35-44 years,,,,130
2/1/20,5/16/20,Minnesota,Female,45-54 years,,14,,230
2/1/20,5/16/20,Minnesota,Female,55-64 years,18,46,13,610
2/1/20,5/16/20,Minnesota,Female,65-74 years,36,77,12,1091
2/1/20,5/16/20,Minnesota,Female,75-84 years,76,122,11,1673
2/1/20,5/16/20,Minnesota,Female,85 years and over,148,261,16,3253
2/1/20,5/16/20,Minnesota,Female Total,"Female, all ages",285,531,60,7126
2/1/20,5/16/20,Minnesota,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Minnesota Total,All sexes,All Ages,571,1079,117,14194
2/1/20,5/16/20,Mississippi,Male,Under 1 year,0,0,0,22
2/1/20,5/16/20,Mississippi,Male,1-4 years,0,0,0,
2/1/20,5/16/20,Mississippi,Male,5-14 years,0,,0,17
2/1/20,5/16/20,Mississippi,Male,15-24 years,0,,0,72
2/1/20,5/16/20,Mississippi,Male,25-34 years,,,,156
2/1/20,5/16/20,Mississippi,Male,35-44 years,,15,,222
2/1/20,5/16/20,Mississippi,Male,45-54 years,14,20,,384
2/1/20,5/16/20,Mississippi,Male,55-64 years,32,105,,907
2/1/20,5/16/20,Mississippi,Male,65-74 years,57,135,,1230
2/1/20,5/16/20,Mississippi,Male,75-84 years,52,108,,1216
2/1/20,5/16/20,Mississippi,Male,85 years and over,31,82,,864
2/1/20,5/16/20,Mississippi,Male Total,"Male, all ages",192,473,28,5099
2/1/20,5/16/20,Mississippi,Female,Under 1 year,0,0,0,16
2/1/20,5/16/20,Mississippi,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Mississippi,Female,5-14 years,0,0,,12
2/1/20,5/16/20,Mississippi,Female,15-24 years,0,0,0,23
2/1/20,5/16/20,Mississippi,Female,25-34 years,,,,52
2/1/20,5/16/20,Mississippi,Female,35-44 years,,10,,141
2/1/20,5/16/20,Mississippi,Female,45-54 years,,29,,264
2/1/20,5/16/20,Mississippi,Female,55-64 years,25,63,,589
2/1/20,5/16/20,Mississippi,Female,65-74 years,40,104,,933
2/1/20,5/16/20,Mississippi,Female,75-84 years,41,116,,1225
2/1/20,5/16/20,Mississippi,Female,85 years and over,62,130,,1452
2/1/20,5/16/20,Mississippi,Female Total,"Female, all ages",182,454,23,4712
2/1/20,5/16/20,Mississippi,Unknown,All ages,0,0,0,0
2/1/20,5/16/20,Mississippi Total,All sexes,All Ages,374,927,51,9811
2/1/20,5/16/20,Missouri,Male,Under 1 year,0,,0,44
2/1/20,5/16/20,Missouri,Male,1-4 years,0,0,,10
2/1/20,5/16/20,Missouri,Male,5-14 years,0,,0,18
2/1/20,5/16/20,Missouri,Male,15-24 years,0,,,116
2/1/20,5/16/20,Missouri,Male,25-34 years,0,,,242
2/1/20,5/16/20,Missouri,Male,35-44 years,0,,,329
2/1/20,5/16/20,Missouri,Male,45-54 years,10,33,,606
2/1/20,5/16/20,Missouri,Male,55-64 years,34,108,17,1550
2/1/20,5/16/20,Missouri,Male,65-74 years,52,155,14,2262
2/1/20,5/16/20,Missouri,Male,75-84 years,67,172,20,2480
2/1/20,5/16/20,Missouri,Male,85 years and over,54,174,14,2131
2/1/20,5/16/20,Missouri,Male Total,"Male, all ages",217,658,85,9788
2/1/20,5/16/20,Missouri,Female,Under 1 year,0,,0,45
2/1/20,5/16/20,Missouri,Female,1-4 years,0,0,0,
2/1/20,5/16/20,Missouri,Female,5-14 years,0,0,,15
2/1/20,5/16/20,Missouri,Female,15-24 years,,0,,42
2/1/20,5/16/20,Missouri,Female,25-34 years,,,,100
2/1/20,5/16/20,Missouri,Female,35-44 years,,12,,185
2/1/20,5/16/20,Missouri,Female,45-54 years,,16,,389
